ID	Batiment	Momentjour	Face	Emplacement	Bait	Age_building	Date	Start_sampling	V_richness	Tunder_mean	Tground_mean	Light_mean
S1morningNA1miel	S1	morning	N	A1	miel	4	1	20	M	18.7	18.7	657
S1morningNA1thon	S1	morning	N	A1	thon	4	1	20	M	18.7	18.7	657
S1morningNA2miel	S1	morning	N	A2	miel	4	1	20	M	18.7	18.7	657
S1morningNA2thon	S1	morning	N	A2	thon	4	1	20	M	18.7	18.7	657
S1morningNA3miel	S1	morning	N	A3	miel	4	1	20	M	18.7	18.7	657
S1morningNA3thon	S1	morning	N	A3	thon	4	1	20	M	18.7	18.7	657
S1morningNA4miel	S1	morning	N	A4	miel	4	1	20	M	18.7	18.7	657
S1morningNA4thon	S1	morning	N	A4	thon	4	1	20	M	18.7	18.7	657
S1morningNA5miel	S1	morning	N	A5	miel	4	1	20	M	18.7	18.7	657
S1morningNA5thon	S1	morning	N	A5	thon	4	1	20	M	18.7	18.7	657
S1morningNB1miel	S1	morning	N	B1	miel	4	1	20	M	18.7	18.7	657
S1morningNB1thon	S1	morning	N	B1	thon	4	1	20	M	18.7	18.7	657
S1morningNB2miel	S1	morning	N	B2	miel	4	1	20	M	18.7	18.7	657
S1morningNB2thon	S1	morning	N	B2	thon	4	1	20	M	18.7	18.7	657
S1morningNB3miel	S1	morning	N	B3	miel	4	1	20	M	18.7	18.7	657
S1morningNB3thon	S1	morning	N	B3	thon	4	1	20	M	18.7	18.7	657
S1morningNB4miel	S1	morning	N	B4	miel	4	1	20	M	18.7	18.7	657
S1morningNB4thon	S1	morning	N	B4	thon	4	1	20	M	18.7	18.7	657
S1morningNB5miel	S1	morning	N	B5	miel	4	1	20	M	18.7	18.7	657
S1morningNB5thon	S1	morning	N	B5	thon	4	1	20	M	18.7	18.7	657
S1morningEA1miel	S1	morning	E	A1	miel	4	1	20	L	17.3	17.3	42
S1morningEA1thon	S1	morning	E	A1	thon	4	1	20	L	17.3	17.3	42
S1morningEA2miel	S1	morning	E	A2	miel	4	1	20	L	17.3	17.3	42
S1morningEA2thon	S1	morning	E	A2	thon	4	1	20	L	17.3	17.3	42
S1morningEA3miel	S1	morning	E	A3	miel	4	1	20	L	17.3	17.3	42
S1morningEA3thon	S1	morning	E	A3	thon	4	1	20	L	17.3	17.3	42
S1morningEA4miel	S1	morning	E	A4	miel	4	1	20	L	17.3	17.3	42
S1morningEA4thon	S1	morning	E	A4	thon	4	1	20	L	17.3	17.3	42
S1morningEA5miel	S1	morning	E	A5	miel	4	1	20	L	17.3	17.3	42
S1morningEA5thon	S1	morning	E	A5	thon	4	1	20	L	17.3	17.3	42
S1morningEB1miel	S1	morning	E	B1	miel	4	1	20	L	17.3	17.3	42
S1morningEB1thon	S1	morning	E	B1	thon	4	1	20	L	17.3	17.3	42
S1morningEB2miel	S1	morning	E	B2	miel	4	1	20	L	17.3	17.3	42
S1morningEB2thon	S1	morning	E	B2	thon	4	1	20	L	17.3	17.3	42
S1morningEB3miel	S1	morning	E	B3	miel	4	1	20	L	17.3	17.3	42
S1morningEB3thon	S1	morning	E	B3	thon	4	1	20	L	17.3	17.3	42
S1morningEB4miel	S1	morning	E	B4	miel	4	1	20	L	17.3	17.3	42
S1morningEB4thon	S1	morning	E	B4	thon	4	1	20	L	17.3	17.3	42
S1morningEB5miel	S1	morning	E	B5	miel	4	1	20	L	17.3	17.3	42
S1morningEB5thon	S1	morning	E	B5	thon	4	1	20	L	17.3	17.3	42
S1morningSA1miel	S1	morning	S	A1	miel	4	1	20	L	22.1	20	232
S1morningSA1thon	S1	morning	S	A1	thon	4	1	20	L	22.1	20	232
S1morningSA2miel	S1	morning	S	A2	miel	4	1	20	L	22.1	20	232
S1morningSA2thon	S1	morning	S	A2	thon	4	1	20	L	22.1	20	232
S1morningSA3miel	S1	morning	S	A3	miel	4	1	20	L	22.1	20	232
S1morningSA3thon	S1	morning	S	A3	thon	4	1	20	L	22.1	20	232
S1morningSA4miel	S1	morning	S	A4	miel	4	1	20	L	22.1	20	232
S1morningSA4thon	S1	morning	S	A4	thon	4	1	20	L	22.1	20	232
S1morningSA5miel	S1	morning	S	A5	miel	4	1	20	L	22.1	20	232
S1morningSA5thon	S1	morning	S	A5	thon	4	1	20	L	22.1	20	232
S1morningSB1miel	S1	morning	S	B1	miel	4	1	20	L	22.1	20	232
S1morningSB1thon	S1	morning	S	B1	thon	4	1	20	L	22.1	20	232
S1morningSB2miel	S1	morning	S	B2	miel	4	1	20	L	22.1	20	232
S1morningSB2thon	S1	morning	S	B2	thon	4	1	20	L	22.1	20	232
S1morningSB3miel	S1	morning	S	B3	miel	4	1	20	L	22.1	20	232
S1morningSB3thon	S1	morning	S	B3	thon	4	1	20	L	22.1	20	232
S1morningSB4miel	S1	morning	S	B4	miel	4	1	20	L	22.1	20	232
S1morningSB4thon	S1	morning	S	B4	thon	4	1	20	L	22.1	20	232
S1morningSB5miel	S1	morning	S	B5	miel	4	1	20	L	22.1	20	232
S1morningSB5thon	S1	morning	S	B5	thon	4	1	20	L	22.1	20	232
S1morningWA1miel	S1	morning	W	A1	miel	4	1	20	M	18.7	18.7	254
S1morningWA1thon	S1	morning	W	A1	thon	4	1	20	M	18.7	18.7	254
S1morningWA2miel	S1	morning	W	A2	miel	4	1	20	M	18.7	18.7	254
S1morningWA2thon	S1	morning	W	A2	thon	4	1	20	M	18.7	18.7	254
S1morningWA3miel	S1	morning	W	A3	miel	4	1	20	M	18.7	18.7	254
S1morningWA3thon	S1	morning	W	A3	thon	4	1	20	M	18.7	18.7	254
S1morningWA4miel	S1	morning	W	A4	miel	4	1	20	M	18.7	18.7	254
S1morningWA4thon	S1	morning	W	A4	thon	4	1	20	M	18.7	18.7	254
S1morningWA5miel	S1	morning	W	A5	miel	4	1	20	M	18.7	18.7	254
S1morningWA5thon	S1	morning	W	A5	thon	4	1	20	M	18.7	18.7	254
S1morningWB1miel	S1	morning	W	B1	miel	4	1	20	M	18.7	18.7	254
S1morningWB1thon	S1	morning	W	B1	thon	4	1	20	M	18.7	18.7	254
S1morningWB2miel	S1	morning	W	B2	miel	4	1	20	M	18.7	18.7	254
S1morningWB2thon	S1	morning	W	B2	thon	4	1	20	M	18.7	18.7	254
S1morningWB3miel	S1	morning	W	B3	miel	4	1	20	M	18.7	18.7	254
S1morningWB3thon	S1	morning	W	B3	thon	4	1	20	M	18.7	18.7	254
S1morningWB4miel	S1	morning	W	B4	miel	4	1	20	M	18.7	18.7	254
S1morningWB4thon	S1	morning	W	B4	thon	4	1	20	M	18.7	18.7	254
S1morningWB5miel	S1	morning	W	B5	miel	4	1	20	M	18.7	18.7	254
S1morningWB5thon	S1	morning	W	B5	thon	4	1	20	M	18.7	18.7	254
S1noonNA1miel	S1	noon	N	A1	miel	4	3	397	M	22.7	23.1	507
S1noonNA1thon	S1	noon	N	A1	thon	4	3	397	M	22.7	23.1	507
S1noonNA2miel	S1	noon	N	A2	miel	4	3	397	M	22.7	23.1	507
S1noonNA2thon	S1	noon	N	A2	thon	4	3	397	M	22.7	23.1	507
S1noonNA3miel	S1	noon	N	A3	miel	4	3	397	M	22.7	23.1	507
S1noonNA3thon	S1	noon	N	A3	thon	4	3	397	M	22.7	23.1	507
S1noonNA4miel	S1	noon	N	A4	miel	4	3	397	M	22.7	23.1	507
S1noonNA4thon	S1	noon	N	A4	thon	4	3	397	M	22.7	23.1	507
S1noonNA5miel	S1	noon	N	A5	miel	4	3	397	M	22.7	23.1	507
S1noonNA5thon	S1	noon	N	A5	thon	4	3	397	M	22.7	23.1	507
S1noonNB1miel	S1	noon	N	B1	miel	4	3	397	M	22.7	23.1	507
S1noonNB1thon	S1	noon	N	B1	thon	4	3	397	M	22.7	23.1	507
S1noonNB2miel	S1	noon	N	B2	miel	4	3	397	M	22.7	23.1	507
S1noonNB2thon	S1	noon	N	B2	thon	4	3	397	M	22.7	23.1	507
S1noonNB3miel	S1	noon	N	B3	miel	4	3	397	M	22.7	23.1	507
S1noonNB3thon	S1	noon	N	B3	thon	4	3	397	M	22.7	23.1	507
S1noonNB4miel	S1	noon	N	B4	miel	4	3	397	M	22.7	23.1	507
S1noonNB4thon	S1	noon	N	B4	thon	4	3	397	M	22.7	23.1	507
S1noonNB5miel	S1	noon	N	B5	miel	4	3	397	M	22.7	23.1	507
S1noonNB5thon	S1	noon	N	B5	thon	4	3	397	M	22.7	23.1	507
S1noonEA1miel	S1	noon	E	A1	miel	4	3	397	L	31.6	33.5	772
S1noonEA1thon	S1	noon	E	A1	thon	4	3	397	L	31.6	33.5	772
S1noonEA2miel	S1	noon	E	A2	miel	4	3	397	L	31.6	33.5	772
S1noonEA2thon	S1	noon	E	A2	thon	4	3	397	L	31.6	33.5	772
S1noonEA3miel	S1	noon	E	A3	miel	4	3	397	L	31.6	33.5	772
S1noonEA3thon	S1	noon	E	A3	thon	4	3	397	L	31.6	33.5	772
S1noonEA4miel	S1	noon	E	A4	miel	4	3	397	L	31.6	33.5	772
S1noonEA4thon	S1	noon	E	A4	thon	4	3	397	L	31.6	33.5	772
S1noonEA5miel	S1	noon	E	A5	miel	4	3	397	L	31.6	33.5	772
S1noonEA5thon	S1	noon	E	A5	thon	4	3	397	L	31.6	33.5	772
S1noonEB1miel	S1	noon	E	B1	miel	4	3	397	L	31.6	33.5	772
S1noonEB1thon	S1	noon	E	B1	thon	4	3	397	L	31.6	33.5	772
S1noonEB2miel	S1	noon	E	B2	miel	4	3	397	L	31.6	33.5	772
S1noonEB2thon	S1	noon	E	B2	thon	4	3	397	L	31.6	33.5	772
S1noonEB3miel	S1	noon	E	B3	miel	4	3	397	L	31.6	33.5	772
S1noonEB3thon	S1	noon	E	B3	thon	4	3	397	L	31.6	33.5	772
S1noonEB4miel	S1	noon	E	B4	miel	4	3	397	L	31.6	33.5	772
S1noonEB4thon	S1	noon	E	B4	thon	4	3	397	L	31.6	33.5	772
S1noonEB5miel	S1	noon	E	B5	miel	4	3	397	L	31.6	33.5	772
S1noonEB5thon	S1	noon	E	B5	thon	4	3	397	L	31.6	33.5	772
S1noonSA1miel	S1	noon	S	A1	miel	4	3	397	L	32.45	34	705
S1noonSA1thon	S1	noon	S	A1	thon	4	3	397	L	32.45	34	705
S1noonSA2miel	S1	noon	S	A2	miel	4	3	397	L	32.45	34	705
S1noonSA2thon	S1	noon	S	A2	thon	4	3	397	L	32.45	34	705
S1noonSA3miel	S1	noon	S	A3	miel	4	3	397	L	32.45	34	705
S1noonSA3thon	S1	noon	S	A3	thon	4	3	397	L	32.45	34	705
S1noonSA4miel	S1	noon	S	A4	miel	4	3	397	L	32.45	34	705
S1noonSA4thon	S1	noon	S	A4	thon	4	3	397	L	32.45	34	705
S1noonSA5miel	S1	noon	S	A5	miel	4	3	397	L	32.45	34	705
S1noonSA5thon	S1	noon	S	A5	thon	4	3	397	L	32.45	34	705
S1noonSB1miel	S1	noon	S	B1	miel	4	3	397	L	32.45	34	705
S1noonSB1thon	S1	noon	S	B1	thon	4	3	397	L	32.45	34	705
S1noonSB2miel	S1	noon	S	B2	miel	4	3	397	L	32.45	34	705
S1noonSB2thon	S1	noon	S	B2	thon	4	3	397	L	32.45	34	705
S1noonSB3miel	S1	noon	S	B3	miel	4	3	397	L	32.45	34	705
S1noonSB3thon	S1	noon	S	B3	thon	4	3	397	L	32.45	34	705
S1noonSB4miel	S1	noon	S	B4	miel	4	3	397	L	32.45	34	705
S1noonSB4thon	S1	noon	S	B4	thon	4	3	397	L	32.45	34	705
S1noonSB5miel	S1	noon	S	B5	miel	4	3	397	L	32.45	34	705
S1noonSB5thon	S1	noon	S	B5	thon	4	3	397	L	32.45	34	705
S1noonWA1miel	S1	noon	W	A1	miel	4	3	397	M	26.6	28.1	640
S1noonWA1thon	S1	noon	W	A1	thon	4	3	397	M	26.6	28.1	640
S1noonWA2miel	S1	noon	W	A2	miel	4	3	397	M	26.6	28.1	640
S1noonWA2thon	S1	noon	W	A2	thon	4	3	397	M	26.6	28.1	640
S1noonWA3miel	S1	noon	W	A3	miel	4	3	397	M	26.6	28.1	640
S1noonWA3thon	S1	noon	W	A3	thon	4	3	397	M	26.6	28.1	640
S1noonWA4miel	S1	noon	W	A4	miel	4	3	397	M	26.6	28.1	640
S1noonWA4thon	S1	noon	W	A4	thon	4	3	397	M	26.6	28.1	640
S1noonWA5miel	S1	noon	W	A5	miel	4	3	397	M	26.6	28.1	640
S1noonWA5thon	S1	noon	W	A5	thon	4	3	397	M	26.6	28.1	640
S1noonWB1miel	S1	noon	W	B1	miel	4	3	397	M	26.6	28.1	640
S1noonWB1thon	S1	noon	W	B1	thon	4	3	397	M	26.6	28.1	640
S1noonWB2miel	S1	noon	W	B2	miel	4	3	397	M	26.6	28.1	640
S1noonWB2thon	S1	noon	W	B2	thon	4	3	397	M	26.6	28.1	640
S1noonWB3miel	S1	noon	W	B3	miel	4	3	397	M	26.6	28.1	640
S1noonWB3thon	S1	noon	W	B3	thon	4	3	397	M	26.6	28.1	640
S1noonWB4miel	S1	noon	W	B4	miel	4	3	397	M	26.6	28.1	640
S1noonWB4thon	S1	noon	W	B4	thon	4	3	397	M	26.6	28.1	640
S1noonWB5miel	S1	noon	W	B5	miel	4	3	397	M	26.6	28.1	640
S1noonWB5thon	S1	noon	W	B5	thon	4	3	397	M	26.6	28.1	640
S1afternoonNA1miel	S1	afternoon	N	A1	miel	4	8	620	M	26.5	27.6	563
S1afternoonNA1thon	S1	afternoon	N	A1	thon	4	8	620	M	26.5	27.6	563
S1afternoonNA2miel	S1	afternoon	N	A2	miel	4	8	620	M	26.5	27.6	563
S1afternoonNA2thon	S1	afternoon	N	A2	thon	4	8	620	M	26.5	27.6	563
S1afternoonNA3miel	S1	afternoon	N	A3	miel	4	8	620	M	26.5	27.6	563
S1afternoonNA3thon	S1	afternoon	N	A3	thon	4	8	620	M	26.5	27.6	563
S1afternoonNA4miel	S1	afternoon	N	A4	miel	4	8	620	M	26.5	27.6	563
S1afternoonNA4thon	S1	afternoon	N	A4	thon	4	8	620	M	26.5	27.6	563
S1afternoonNA5miel	S1	afternoon	N	A5	miel	4	8	620	M	26.5	27.6	563
S1afternoonNA5thon	S1	afternoon	N	A5	thon	4	8	620	M	26.5	27.6	563
S1afternoonNB1miel	S1	afternoon	N	B1	miel	4	8	620	M	26.5	27.6	563
S1afternoonNB1thon	S1	afternoon	N	B1	thon	4	8	620	M	26.5	27.6	563
S1afternoonNB2miel	S1	afternoon	N	B2	miel	4	8	620	M	26.5	27.6	563
S1afternoonNB2thon	S1	afternoon	N	B2	thon	4	8	620	M	26.5	27.6	563
S1afternoonNB3miel	S1	afternoon	N	B3	miel	4	8	620	M	26.5	27.6	563
S1afternoonNB3thon	S1	afternoon	N	B3	thon	4	8	620	M	26.5	27.6	563
S1afternoonNB4miel	S1	afternoon	N	B4	miel	4	8	620	M	26.5	27.6	563
S1afternoonNB4thon	S1	afternoon	N	B4	thon	4	8	620	M	26.5	27.6	563
S1afternoonNB5miel	S1	afternoon	N	B5	miel	4	8	620	M	26.5	27.6	563
S1afternoonNB5thon	S1	afternoon	N	B5	thon	4	8	620	M	26.5	27.6	563
S1afternoonEA1miel	S1	afternoon	E	A1	miel	4	8	620	L	28.3	28.3	29
S1afternoonEA1thon	S1	afternoon	E	A1	thon	4	8	620	L	28.3	28.3	29
S1afternoonEA2miel	S1	afternoon	E	A2	miel	4	8	620	L	28.3	28.3	29
S1afternoonEA2thon	S1	afternoon	E	A2	thon	4	8	620	L	28.3	28.3	29
S1afternoonEA3miel	S1	afternoon	E	A3	miel	4	8	620	L	28.3	28.3	29
S1afternoonEA3thon	S1	afternoon	E	A3	thon	4	8	620	L	28.3	28.3	29
S1afternoonEA4miel	S1	afternoon	E	A4	miel	4	8	620	L	28.3	28.3	29
S1afternoonEA4thon	S1	afternoon	E	A4	thon	4	8	620	L	28.3	28.3	29
S1afternoonEA5miel	S1	afternoon	E	A5	miel	4	8	620	L	28.3	28.3	29
S1afternoonEA5thon	S1	afternoon	E	A5	thon	4	8	620	L	28.3	28.3	29
S1afternoonEB1miel	S1	afternoon	E	B1	miel	4	8	620	L	28.3	28.3	29
S1afternoonEB1thon	S1	afternoon	E	B1	thon	4	8	620	L	28.3	28.3	29
S1afternoonEB2miel	S1	afternoon	E	B2	miel	4	8	620	L	28.3	28.3	29
S1afternoonEB2thon	S1	afternoon	E	B2	thon	4	8	620	L	28.3	28.3	29
S1afternoonEB3miel	S1	afternoon	E	B3	miel	4	8	620	L	28.3	28.3	29
S1afternoonEB3thon	S1	afternoon	E	B3	thon	4	8	620	L	28.3	28.3	29
S1afternoonEB4miel	S1	afternoon	E	B4	miel	4	8	620	L	28.3	28.3	29
S1afternoonEB4thon	S1	afternoon	E	B4	thon	4	8	620	L	28.3	28.3	29
S1afternoonEB5miel	S1	afternoon	E	B5	miel	4	8	620	L	28.3	28.3	29
S1afternoonEB5thon	S1	afternoon	E	B5	thon	4	8	620	L	28.3	28.3	29
S1afternoonSA1miel	S1	afternoon	S	A1	miel	4	8	620	L	31.45	31.65	382.5
S1afternoonSA1thon	S1	afternoon	S	A1	thon	4	8	620	L	31.45	31.65	382.5
S1afternoonSA2miel	S1	afternoon	S	A2	miel	4	8	620	L	31.45	31.65	382.5
S1afternoonSA2thon	S1	afternoon	S	A2	thon	4	8	620	L	31.45	31.65	382.5
S1afternoonSA3miel	S1	afternoon	S	A3	miel	4	8	620	L	31.45	31.65	382.5
S1afternoonSA3thon	S1	afternoon	S	A3	thon	4	8	620	L	31.45	31.65	382.5
S1afternoonSA4miel	S1	afternoon	S	A4	miel	4	8	620	L	31.45	31.65	382.5
S1afternoonSA4thon	S1	afternoon	S	A4	thon	4	8	620	L	31.45	31.65	382.5
S1afternoonSA5miel	S1	afternoon	S	A5	miel	4	8	620	L	31.45	31.65	382.5
S1afternoonSA5thon	S1	afternoon	S	A5	thon	4	8	620	L	31.45	31.65	382.5
S1afternoonSB1miel	S1	afternoon	S	B1	miel	4	8	620	L	31.45	31.65	382.5
S1afternoonSB1thon	S1	afternoon	S	B1	thon	4	8	620	L	31.45	31.65	382.5
S1afternoonSB2miel	S1	afternoon	S	B2	miel	4	8	620	L	31.45	31.65	382.5
S1afternoonSB2thon	S1	afternoon	S	B2	thon	4	8	620	L	31.45	31.65	382.5
S1afternoonSB3miel	S1	afternoon	S	B3	miel	4	8	620	L	31.45	31.65	382.5
S1afternoonSB3thon	S1	afternoon	S	B3	thon	4	8	620	L	31.45	31.65	382.5
S1afternoonSB4miel	S1	afternoon	S	B4	miel	4	8	620	L	31.45	31.65	382.5
S1afternoonSB4thon	S1	afternoon	S	B4	thon	4	8	620	L	31.45	31.65	382.5
S1afternoonSB5miel	S1	afternoon	S	B5	miel	4	8	620	L	31.45	31.65	382.5
S1afternoonSB5thon	S1	afternoon	S	B5	thon	4	8	620	L	31.45	31.65	382.5
S1afternoonWA1miel	S1	afternoon	W	A1	miel	4	8	620	M	31.05	31.75	366
S1afternoonWA1thon	S1	afternoon	W	A1	thon	4	8	620	M	31.05	31.75	366
S1afternoonWA2miel	S1	afternoon	W	A2	miel	4	8	620	M	31.05	31.75	366
S1afternoonWA2thon	S1	afternoon	W	A2	thon	4	8	620	M	31.05	31.75	366
S1afternoonWA3miel	S1	afternoon	W	A3	miel	4	8	620	M	31.05	31.75	366
S1afternoonWA3thon	S1	afternoon	W	A3	thon	4	8	620	M	31.05	31.75	366
S1afternoonWA4miel	S1	afternoon	W	A4	miel	4	8	620	M	31.05	31.75	366
S1afternoonWA4thon	S1	afternoon	W	A4	thon	4	8	620	M	31.05	31.75	366
S1afternoonWA5miel	S1	afternoon	W	A5	miel	4	8	620	M	31.05	31.75	366
S1afternoonWA5thon	S1	afternoon	W	A5	thon	4	8	620	M	31.05	31.75	366
S1afternoonWB1miel	S1	afternoon	W	B1	miel	4	8	620	M	31.05	31.75	366
S1afternoonWB1thon	S1	afternoon	W	B1	thon	4	8	620	M	31.05	31.75	366
S1afternoonWB2miel	S1	afternoon	W	B2	miel	4	8	620	M	31.05	31.75	366
S1afternoonWB2thon	S1	afternoon	W	B2	thon	4	8	620	M	31.05	31.75	366
S1afternoonWB3miel	S1	afternoon	W	B3	miel	4	8	620	M	31.05	31.75	366
S1afternoonWB3thon	S1	afternoon	W	B3	thon	4	8	620	M	31.05	31.75	366
S1afternoonWB4miel	S1	afternoon	W	B4	miel	4	8	620	M	31.05	31.75	366
S1afternoonWB4thon	S1	afternoon	W	B4	thon	4	8	620	M	31.05	31.75	366
S1afternoonWB5miel	S1	afternoon	W	B5	miel	4	8	620	M	31.05	31.75	366
S1afternoonWB5thon	S1	afternoon	W	B5	thon	4	8	620	M	31.05	31.75	366
S2morningNA1miel	S2	morning	N	A1	miel	27	1	124	H	18.7	18.7	52
S2morningNA1thon	S2	morning	N	A1	thon	27	1	124	H	18.7	18.7	52
S2morningNA2miel	S2	morning	N	A2	miel	27	1	124	H	18.7	18.7	52
S2morningNA2thon	S2	morning	N	A2	thon	27	1	124	H	18.7	18.7	52
S2morningNA3miel	S2	morning	N	A3	miel	27	1	124	H	18.7	18.7	52
S2morningNA3thon	S2	morning	N	A3	thon	27	1	124	H	18.7	18.7	52
S2morningNA4miel	S2	morning	N	A4	miel	27	1	124	H	18.7	18.7	52
S2morningNA4thon	S2	morning	N	A4	thon	27	1	124	H	18.7	18.7	52
S2morningNA5miel	S2	morning	N	A5	miel	27	1	124	H	18.7	18.7	52
S2morningNA5thon	S2	morning	N	A5	thon	27	1	124	H	18.7	18.7	52
S2morningNB1miel	S2	morning	N	B1	miel	27	1	124	H	18.7	18.7	52
S2morningNB1thon	S2	morning	N	B1	thon	27	1	124	H	18.7	18.7	52
S2morningNB2miel	S2	morning	N	B2	miel	27	1	124	H	18.7	18.7	52
S2morningNB2thon	S2	morning	N	B2	thon	27	1	124	H	18.7	18.7	52
S2morningNB3miel	S2	morning	N	B3	miel	27	1	124	H	18.7	18.7	52
S2morningNB3thon	S2	morning	N	B3	thon	27	1	124	H	18.7	18.7	52
S2morningNB4miel	S2	morning	N	B4	miel	27	1	124	H	18.7	18.7	52
S2morningNB4thon	S2	morning	N	B4	thon	27	1	124	H	18.7	18.7	52
S2morningNB5miel	S2	morning	N	B5	miel	27	1	124	H	18.7	18.7	52
S2morningNB5thon	S2	morning	N	B5	thon	27	1	124	H	18.7	18.7	52
S2morningEA1miel	S2	morning	E	A1	miel	27	1	124	L	21	25	795
S2morningEA1thon	S2	morning	E	A1	thon	27	1	124	L	21	25	795
S2morningEA2miel	S2	morning	E	A2	miel	27	1	124	L	21	25	795
S2morningEA2thon	S2	morning	E	A2	thon	27	1	124	L	21	25	795
S2morningEA3miel	S2	morning	E	A3	miel	27	1	124	L	21	25	795
S2morningEA3thon	S2	morning	E	A3	thon	27	1	124	L	21	25	795
S2morningEA4miel	S2	morning	E	A4	miel	27	1	124	L	21	25	795
S2morningEA4thon	S2	morning	E	A4	thon	27	1	124	L	21	25	795
S2morningEA5miel	S2	morning	E	A5	miel	27	1	124	L	21	25	795
S2morningEA5thon	S2	morning	E	A5	thon	27	1	124	L	21	25	795
S2morningEB1miel	S2	morning	E	B1	miel	27	1	124	L	21	25	795
S2morningEB1thon	S2	morning	E	B1	thon	27	1	124	L	21	25	795
S2morningEB2miel	S2	morning	E	B2	miel	27	1	124	L	21	25	795
S2morningEB2thon	S2	morning	E	B2	thon	27	1	124	L	21	25	795
S2morningEB3miel	S2	morning	E	B3	miel	27	1	124	L	21	25	795
S2morningEB3thon	S2	morning	E	B3	thon	27	1	124	L	21	25	795
S2morningEB4miel	S2	morning	E	B4	miel	27	1	124	L	21	25	795
S2morningEB4thon	S2	morning	E	B4	thon	27	1	124	L	21	25	795
S2morningEB5miel	S2	morning	E	B5	miel	27	1	124	L	21	25	795
S2morningEB5thon	S2	morning	E	B5	thon	27	1	124	L	21	25	795
S2morningSA1miel	S2	morning	S	A1	miel	27	1	124	L	18.3	18.5	7
S2morningSA1thon	S2	morning	S	A1	thon	27	1	124	L	18.3	18.5	7
S2morningSA2miel	S2	morning	S	A2	miel	27	1	124	L	18.3	18.5	7
S2morningSA2thon	S2	morning	S	A2	thon	27	1	124	L	18.3	18.5	7
S2morningSA3miel	S2	morning	S	A3	miel	27	1	124	L	18.3	18.5	7
S2morningSA3thon	S2	morning	S	A3	thon	27	1	124	L	18.3	18.5	7
S2morningSA4miel	S2	morning	S	A4	miel	27	1	124	L	18.3	18.5	7
S2morningSA4thon	S2	morning	S	A4	thon	27	1	124	L	18.3	18.5	7
S2morningSA5miel	S2	morning	S	A5	miel	27	1	124	L	18.3	18.5	7
S2morningSA5thon	S2	morning	S	A5	thon	27	1	124	L	18.3	18.5	7
S2morningSB1miel	S2	morning	S	B1	miel	27	1	124	L	18.3	18.5	7
S2morningSB1thon	S2	morning	S	B1	thon	27	1	124	L	18.3	18.5	7
S2morningSB2miel	S2	morning	S	B2	miel	27	1	124	L	18.3	18.5	7
S2morningSB2thon	S2	morning	S	B2	thon	27	1	124	L	18.3	18.5	7
S2morningSB3miel	S2	morning	S	B3	miel	27	1	124	L	18.3	18.5	7
S2morningSB3thon	S2	morning	S	B3	thon	27	1	124	L	18.3	18.5	7
S2morningSB4miel	S2	morning	S	B4	miel	27	1	124	L	18.3	18.5	7
S2morningSB4thon	S2	morning	S	B4	thon	27	1	124	L	18.3	18.5	7
S2morningSB5miel	S2	morning	S	B5	miel	27	1	124	L	18.3	18.5	7
S2morningSB5thon	S2	morning	S	B5	thon	27	1	124	L	18.3	18.5	7
S2morningWA1miel	S2	morning	W	A1	miel	27	1	124	M	19.8	19.4	56
S2morningWA1thon	S2	morning	W	A1	thon	27	1	124	M	19.8	19.4	56
S2morningWA2miel	S2	morning	W	A2	miel	27	1	124	M	19.8	19.4	56
S2morningWA2thon	S2	morning	W	A2	thon	27	1	124	M	19.8	19.4	56
S2morningWA3miel	S2	morning	W	A3	miel	27	1	124	M	19.8	19.4	56
S2morningWA3thon	S2	morning	W	A3	thon	27	1	124	M	19.8	19.4	56
S2morningWA4miel	S2	morning	W	A4	miel	27	1	124	M	19.8	19.4	56
S2morningWA4thon	S2	morning	W	A4	thon	27	1	124	M	19.8	19.4	56
S2morningWA5miel	S2	morning	W	A5	miel	27	1	124	M	19.8	19.4	56
S2morningWA5thon	S2	morning	W	A5	thon	27	1	124	M	19.8	19.4	56
S2morningWB1miel	S2	morning	W	B1	miel	27	1	124	M	19.8	19.4	56
S2morningWB1thon	S2	morning	W	B1	thon	27	1	124	M	19.8	19.4	56
S2morningWB2miel	S2	morning	W	B2	miel	27	1	124	M	19.8	19.4	56
S2morningWB2thon	S2	morning	W	B2	thon	27	1	124	M	19.8	19.4	56
S2morningWB3miel	S2	morning	W	B3	miel	27	1	124	M	19.8	19.4	56
S2morningWB3thon	S2	morning	W	B3	thon	27	1	124	M	19.8	19.4	56
S2morningWB4miel	S2	morning	W	B4	miel	27	1	124	M	19.8	19.4	56
S2morningWB4thon	S2	morning	W	B4	thon	27	1	124	M	19.8	19.4	56
S2morningWB5miel	S2	morning	W	B5	miel	27	1	124	M	19.8	19.4	56
S2morningWB5thon	S2	morning	W	B5	thon	27	1	124	M	19.8	19.4	56
S2noonNA1miel	S2	noon	N	A1	miel	27	3	492	H	28	27.7	167
S2noonNA1thon	S2	noon	N	A1	thon	27	3	492	H	28	27.7	167
S2noonNA2miel	S2	noon	N	A2	miel	27	3	492	H	28	27.7	167
S2noonNA2thon	S2	noon	N	A2	thon	27	3	492	H	28	27.7	167
S2noonNA3miel	S2	noon	N	A3	miel	27	3	492	H	28	27.7	167
S2noonNA3thon	S2	noon	N	A3	thon	27	3	492	H	28	27.7	167
S2noonNA4miel	S2	noon	N	A4	miel	27	3	492	H	28	27.7	167
